"Acc_Index","Vehicle_Reference","Vehicle_Type","Towing_and_Articulation","Vehicle_Manoeuvre","Vehicle_Location-Restricted_Lane","Junction_Location","Skidding_and_Overturning","Hit_Object_in_Carriageway","Vehicle_Leaving_Carriageway","Hit_Object_off_Carriageway","1st_Po_of_Impact","Was_Vehicle_Left_Hand_Drive?","Journey_Purpose_of_Driver","Sex_of_Driver","Age_of_Driver","Age_Band_of_Driver","Engine_Capacity_(CC)","Propulsion_Code","Age_of_Vehicle","Driver_IMD_Decile","Driver_Home_Area_Type","Vehicle_IMD_Decile"
"2013120147780","3","9","4","10","0","2","0","0","0","0","2","1","6","1","53","8","4686","1","12","3","1",""
"2013120148086","1","9","0","18","0","8","0","0","0","10","3","1","6","2","29","6","-1","-1","-1","8","3",""
"2013120148086","2","9","0","5","0","6","0","0","0","0","1","1","6","2","91","11","1360","1","11","10","1",""
"2013120148377","1","9","0","12","0","0","1","0","1","6","3","1","6","2","33","6","1598","1","5","1","1",""
"2013120148377","2","9","0","18","0","0","0","0","0","0","0","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2013120148744","1","9","0","18","0","1","0","0","0","0","1","1","6","2","17","4","1997","2","4","6","3",""
"2013120148744","2","9","0","4","0","1","0","0","0","0","2","1","6","2","50","8","2204","2","4","6","3",""
"2013120149091","1","9","0","7","0","1","0","0","0","0","3","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2013120149091","2","1","0","18","0","1","0","0","0","0","4","1","6","2","21","5","-1","-1","-1","3","1",""
"2013120150082","1","5","0","17","0","0","0","0","1","9","1","1","2","1","32","6","600","1","13","8","3",""
"2013120151159","1","8","0","18","0","0","0","0","0","0","4","1","2","1","55","8","-1","-1","-1","-1","-1",""
"2013120151549","1","1","0","18","0","0","0","0","0","0","1","1","6","1","54","8","-1","-1","-1","7","1",""
"2013120151654","1","9","0","3","0","1","0","0","0","0","1","1","6","1","20","4","1364","1","6","10","2",""
"2013120151654","2","5","0","3","0","1","0","0","0","0","2","1","6","1","22","5","-1","-1","-1","4","1",""
"2013120152936","1","1","0","7","0","8","0","0","0","0","3","1","6","1","35","6","-1","-1","-1","-1","-1",""
"2013120152936","2","9","0","7","0","5","0","0","0","0","4","1","6","1","44","7","2148","2","4","3","1",""
"2013120153565","1","8","0","5","0","1","0","0","0","0","1","1","1","1","58","9","1560","2","5","10","2",""
"2013120153588","1","3","0","18","0","8","0","0","0","0","1","1","2","1","29","6","124","1","4","10","2",""
"2013120153588","2","20","0","9","0","6","0","0","0","0","4","1","6","1","35","6","2402","2","11","8","3",""
"2013120154146","1","9","0","9","0","6","0","0","0","0","1","1","6","1","25","5","1587","1","6","6","1",""
"2013120154926","1","9","0","18","0","2","0","0","0","0","1","1","2","1","28","6","995","1","8","3","1",""
"2013120154926","2","9","0","9","0","1","0","0","0","0","3","1","2","1","29","6","1598","1","7","10","2",""
"2013120154926","3","9","0","18","0","1","0","0","0","0","1","1","2","2","23","5","1124","1","10","10","1",""
"2013120154983","1","1","0","18","0","8","0","0","0","0","1","1","4","1","12","3","-1","-1","-1","2","1",""
"2013120156314","1","9","0","4","0","0","0","0","0","0","1","1","6","1","39","7","1560","2","6","9","3",""
"2013120156314","2","9","0","4","0","0","0","0","0","0","2","1","6","1","79","11","1124","1","8","10","1",""
"2013120156314","3","9","0","4","0","0","0","0","0","0","2","1","6","1","54","8","1598","1","5","9","1",""
"2013120157699","1","9","0","2","0","0","0","0","0","0","0","1","2","1","40","7","-1","-1","-1","7","1",""
"2013120157699","2","1","0","18","0","0","0","0","0","0","0","1","6","2","31","6","-1","-1","-1","7","1",""
"2013120158245","1","9","0","16","0","0","5","0","7","10","1","1","6","1","68","10","1390","1","7","8","1",""
"2013120158752","1","9","0","18","0","8","0","0","0","0","1","1","6","2","63","9","-1","-1","-1","7","1",""
"2013120158752","2","1","0","18","0","8","0","0","0","0","3","1","4","1","17","4","-1","-1","-1","-1","-1",""
"2013120159379","1","9","0","3","0","0","0","0","0","0","1","1","2","1","37","7","1998","2","10","9","2",""
"2013120159379","2","9","0","3","0","0","0","0","0","0","2","1","2","2","61","9","1397","1","12","8","2",""
"2013120159547","1","2","0","7","0","8","0","0","0","0","0","1","6","2","30","6","-1","-1","-1","-1","-1",""
"2013120160108","1","9","0","3","0","4","0","0","0","0","1","1","6","1","30","6","1986","2","8","6","1",""
"2013120160108","2","9","0","3","0","4","0","0","0","0","2","1","6","2","42","7","1596","1","6","-1","-1",""
"2013120160941","1","9","0","18","0","1","0","0","7","0","3","1","2","2","25","5","1229","1","2","3","1",""
"2013120160941","2","9","0","18","0","1","0","0","1","0","3","1","2","1","51","8","2401","2","6","5","1",""
"2013120161303","1","9","0","17","0","2","0","0","0","0","1","1","6","2","77","11","1598","1","9","9","1",""
"2013120161303","2","1","0","17","4","2","0","0","0","0","2","1","2","1","20","4","-1","-1","-1","2","1",""
"2013120163004","1","9","0","4","0","0","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2013120163076","1","9","0","9","0","3","0","0","0","0","1","1","2","1","19","4","1587","1","10","10","1",""
"2013120163076","2","1","0","7","0","4","0","0","0","0","1","1","6","1","39","7","-1","-1","-1","-1","-1",""
"2013120163591","1","9","0","7","0","1","0","0","0","0","4","1","6","1","50","8","2700","2","17","1","1",""
"2013120163591","2","1","0","18","4","1","0","0","0","0","3","1","4","1","15","3","-1","-1","-1","8","1",""
"2013120163670","1","9","0","9","0","8","0","0","0","0","1","2","6","1","20","4","1396","1","8","10","2",""
"2013120163670","2","1","0","18","0","8","0","0","0","0","3","1","6","2","36","7","-1","-1","-1","3","1",""
"2013120164198","1","9","0","7","0","5","0","0","0","0","2","1","6","2","-1","-1","-1","-1","-1","-1","-1",""
"2013120164198","2","1","0","18","0","8","0","0","0","0","1","1","6","2","21","5","-1","-1","-1","1","1",""
"2013120164713","1","9","0","9","0","1","0","0","0","0","1","1","6","2","70","10","1341","1","8","2","1",""
"2013120164713","2","1","0","18","0","1","0","0","0","0","1","1","2","2","59","9","-1","-1","-1","5","1",""
"2013120165564","1","9","0","18","0","0","1","0","0","0","4","1","6","1","47","8","1905","2","18","7","1",""
"2013120165564","2","9","0","2","6","0","0","0","0","0","3","1","6","1","29","6","2393","1","14","8","1",""
"2013120165688","1","5","0","18","0","0","1","0","0","0","0","1","6","1","64","9","885","1","11","2","1",""
"2013120165688","2","9","0","7","0","0","0","0","0","0","0","1","1","2","59","9","1242","1","1","10","1",""
"2013120166425","1","9","0","2","2","0","0","0","0","0","3","1","1","1","60","9","-1","-1","-1","2","1",""
"2013120166425","2","1","0","18","0","0","0","4","0","0","4","1","6","2","36","7","-1","-1","-1","7","1",""
"2013120167035","1","9","0","7","0","2","0","0","0","0","1","1","6","1","74","10","1910","2","4","6","2",""
"2013120167035","2","1","0","18","4","8","0","0","0","0","2","1","6","2","47","8","-1","-1","-1","9","1",""
"2013120167927","1","9","0","3","0","8","0","0","0","0","1","1","2","1","30","6","-1","-1","-1","5","3",""
"2013120167927","2","9","0","3","0","8","0","0","0","0","2","1","6","2","32","6","1199","1","10","4","1",""
"2013120167927","3","9","0","3","0","8","0","0","0","0","2","1","6","2","40","7","1598","2","3","6","3",""
"2013120167927","4","9","0","3","0","8","0","0","0","0","2","1","6","2","41","7","1598","1","7","7","1",""
"2013120168283","1","9","0","18","0","0","0","0","0","0","4","1","6","1","22","5","1368","1","6","8","1",""
"2013120168283","2","9","0","2","0","0","0","0","0","0","3","1","6","3","-1","-1","998","1","-1","6","1",""
"2013120168283","3","9","0","2","0","0","0","0","1","11","4","1","6","3","-1","-1","1390","1","5","6","1",""
"2013120169293","1","9","0","9","0","8","0","0","0","0","4","1","6","1","49","8","1796","1","6","8","1",""
"2013120169293","2","5","0","18","0","8","0","0","0","0","1","1","6","1","37","7","997","1","8","9","1",""
"2013120171650","1","9","0","9","0","1","0","0","0","0","1","1","6","1","75","10","1995","1","6","10","1",""
"2013120171650","2","9","0","18","0","1","0","0","0","0","4","1","6","2","20","4","1598","2","-1","10","2",""
"2013120171873","1","9","0","9","0","8","0","0","0","0","4","1","6","2","75","10","1360","1","12","5","3",""
"2013120171873","2","9","0","18","0","1","0","0","0","0","1","1","6","1","34","6","1275","1","17","10","3",""
"2013120172405","1","1","0","9","0","5","0","0","0","0","1","1","6","1","40","7","-1","-1","-1","10","1",""
"2013120172405","2","9","0","7","0","5","0","0","0","0","1","1","6","2","22","5","1149","1","3","10","2",""
"2013120172762","1","9","0","18","0","0","5","4","0","0","1","1","6","1","33","6","1328","1","6","1","1",""
"2013120172762","2","9","0","2","0","0","0","0","0","0","1","1","6","2","59","9","-1","-1","-1","8","1",""
"2013120173481","1","9","0","16","0","0","0","0","0","0","1","1","6","1","66","10","2198","1","7","6","1",""
"2013120173481","2","19","0","17","0","0","0","0","0","0","1","1","6","1","39","7","1753","2","5","-1","-1",""
"2013120173955","1","9","0","17","0","0","0","0","1","9","1","1","6","1","54","8","1493","1","10","9","2",""
"2013120173973","1","9","4","13","0","1","0","0","0","0","4","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2013120173973","2","1","0","18","0","1","0","0","0","0","3","1","6","1","78","11","-1","-1","-1","9","3",""
"2013120174137","1","9","0","5","0","8","0","0","0","0","3","1","6","1","63","9","2179","2","1","9","1",""
"2013120174137","2","9","0","18","0","8","0","0","0","0","1","1","2","2","25","5","2000","1","4","6","1",""
"2013120174326","1","20","0","5","0","1","1","10","1","10","4","1","1","1","49","8","2151","2","8","9","1",""
"2013120174852","1","19","0","18","0","0","0","0","0","0","4","1","1","1","46","8","2198","2","1","5","1",""
"2013120175430","1","1","0","18","0","0","0","4","0","0","1","1","1","1","61","9","-1","-1","-1","10","2",""
"2013120175430","2","21","0","2","0","0","0","0","0","0","2","1","1","1","29","6","11705","2","11","-1","-1",""
"2013120175546","1","9","0","13","0","8","0","0","0","0","4","1","6","2","72","10","1998","1","11","8","3",""
"2013120175546","2","1","0","18","0","8","0","0","0","0","3","1","6","2","65","9","-1","-1","-1","10","1",""
"2013120175720","1","9","0","9","0","0","0","0","0","0","4","1","6","2","26","6","1360","1","5","6","1",""
"2013120175720","2","2","0","18","0","0","0","0","0","0","1","1","4","1","16","4","49","1","1","8","1",""
"2013120175822","1","9","0","5","0","0","0","0","0","0","1","1","6","1","-1","-1","-1","-1","-1","-1","-1",""
"2013120175874","1","9","0","18","0","1","0","0","0","0","4","1","6","1","60","9","1198","1","7","10","2",""
"2013120175874","2","1","0","18","0","1","0","0","0","0","1","1","6","2","30","6","-1","-1","-1","8","1",""
"2013120176468","1","1","0","15","0","0","1","0","0","0","1","1","2","1","24","5","-1","-1","-1","4","1",""
"2013120176468","2","9","0","4","0","0","0","0","0","0","4","1","6","1","30","6","-1","-1","-1","-1","-1",""
"2013120177115","1","19","0","9","0","8","0","0","0","0","1","1","6","1","20","4","-1","-1","-1","-1","-1",""
"2013120177115","2","1","0","18","0","8","0","0","0","0","3","1","6","2","34","6","-1","-1","-1","10","1",""
"2013120177220","1","9","0","18","0","8","0","0","7","9","1","1","6","1","40","7","1956","2","1","1","1",""
"2013120177220","2","9","0","9","0","8","0","0","7","0","2","1","6","1","46","8","1368","1","1","7","3",""
"2013120177361","1","9","4","5","0","8","0","0","0","0","4","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2013120177361","2","1","0","5","0","8","0","0","0","0","2","1","6","1","45","7","-1","-1","-1","5","1",""
"2013120177773","1","9","0","9","0","8","0","0","0","0","1","1","6","1","29","6","1596","1","9","10","3",""
"2013120177773","2","1","0","18","0","8","0","0","0","0","3","1","6","1","22","5","-1","-1","-1","10","1",""
"2013120178385","1","9","0","2","0","0","0","0","0","0","3","1","6","2","47","8","1998","2","11","8","1",""
"2013120178385","2","1","0","14","0","0","0","0","0","0","4","1","6","1","55","8","-1","-1","-1","10","1",""
"2013120178845","1","9","0","4","0","1","0","0","0","0","1","1","6","1","69","10","2967","1","11","8","1",""
"2013120178845","2","1","0","18","0","1","0","0","0","0","1","1","2","1","28","6","-1","-1","-1","8","1",""
"2013120179099","1","11","0","1","0","0","0","0","0","0","2","1","1","2","48","8","4580","2","4","3","1",""
"2013120179099","2","9","0","3","0","0","0","0","0","0","1","1","2","2","37","7","-1","-1","-1","2","1",""
"2013120179463","1","9","0","5","0","2","0","0","0","0","3","1","1","2","32","6","1956","2","2","7","2",""
"2013120180639","1","4","0","5","0","8","0","0","0","0","3","1","6","1","50","8","-1","-1","-1","8","3",""
"2013120180639","2","9","0","9","0","8","0","0","0","0","4","1","6","1","64","9","1349","1","2","6","1",""
"2013120182193","1","1","0","18","0","0","0","0","0","0","3","1","4","1","16","4","-1","-1","-1","8","1",""
"2013120182193","2","9","0","18","0","0","0","0","0","0","4","1","6","2","-1","-1","-1","-1","-1","-1","-1",""
"2013120182833","1","1","0","18","4","8","0","0","0","0","1","1","1","1","41","7","-1","-1","-1","9","1",""
"2013120182833","2","9","0","7","0","5","0","0","0","0","4","1","1","2","22","5","1598","1","2","-1","-1",""
"2013120183981","1","9","0","1","0","0","0","0","0","0","2","1","6","1","91","11","1248","1","-1","10","2",""
"2013120183981","2","9","0","5","0","0","0","0","0","0","1","1","6","2","40","7","1998","1","17","9","1",""
"2013120183981","3","9","0","2","0","0","0","0","0","0","4","1","6","3","-1","-1","1995","2","7","-1","-1",""
"2013120184185","1","3","0","18","0","0","0","0","0","0","4","1","6","1","16","4","-1","-1","-1","7","1",""
"2013120184465","1","9","0","9","0","6","0","0","0","0","3","2","1","1","29","6","-1","-1","-1","6","1",""
"2013120184465","2","1","0","18","4","8","0","0","0","0","1","1","1","1","33","6","-1","-1","-1","2","1",""
"2013120186275","1","9","0","10","0","1","0","0","0","0","1","1","6","1","21","5","1870","2","7","6","3",""
"2013120186275","2","5","0","18","0","1","0","0","0","0","3","1","6","1","22","5","-1","-1","-1","-1","-1",""
"2013120186290","1","1","0","9","0","6","0","0","0","0","1","1","6","1","31","6","-1","-1","-1","6","1",""
"2013120186290","2","9","0","3","0","8","0","0","0","0","4","1","1","1","46","8","1248","2","-1","9","1",""
"2013120187241","1","9","0","1","0","0","0","0","0","0","3","1","1","1","42","7","1998","2","7","4","1",""
"2013120187342","1","9","0","2","0","1","0","0","0","0","0","1","6","2","38","7","1995","2","9","3","1",""
"2013120187342","2","9","0","14","0","1","0","0","0","0","4","1","6","2","67","10","1242","1","9","10","1",""
"2013120187342","3","1","0","18","0","1","0","0","0","0","3","1","6","1","10","2","-1","-1","-1","9","1",""
"2013120187948","1","9","0","4","0","0","0","0","1","4","1","1","6","1","20","4","1388","1","5","9","3",""
"2013120187974","1","9","0","13","0","0","0","0","0","0","1","1","2","1","30","6","2171","2","11","10","1",""
"2013120187974","2","1","0","18","0","0","0","0","0","0","2","1","6","2","20","4","-1","-1","-1","10","1",""
"2013120188293","1","9","0","5","0","6","0","0","0","0","1","1","1","2","36","7","-1","-1","-1","9","1",""
"2013120188293","2","9","0","18","0","8","0","0","0","0","4","1","6","1","69","10","1587","1","21","10","1",""
"2013120189798","1","1","0","18","0","1","0","0","0","0","2","1","2","1","27","6","-1","-1","-1","3","1",""
"2013120189798","2","9","0","18","0","1","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2013120190066","1","9","0","18","0","0","0","0","0","0","2","1","6","1","70","10","998","1","2","7","1",""
"2013120190066","2","19","0","18","0","0","0","0","1","0","1","1","6","1","65","9","1870","2","10","2","1",""
"2013120190491","1","9","0","18","0","1","0","0","0","0","1","1","6","1","21","5","1364","1","6","10","1",""
"2013120190514","1","9","4","9","0","6","0","0","0","0","3","1","1","1","45","7","-1","-1","-1","-1","-1",""
"2013120190514","2","9","0","18","0","8","0","0","0","0","1","1","6","1","55","8","1399","2","2","5","1",""
"2013120191178","1","9","0","18","0","0","0","0","0","0","1","1","6","1","-1","-1","-1","-1","-1","-1","-1",""
"2013120191381","1","3","0","15","4","1","0","0","0","0","1","1","6","1","16","4","124","1","2","6","1",""
"2013120191381","2","9","0","9","0","5","0","0","0","0","4","1","6","2","48","8","1242","1","5","6","3",""
"2013120193342","1","9","0","9","0","1","0","0","0","0","1","1","1","1","24","5","1798","1","9","4","1",""
"2013120193342","2","1","0","4","0","1","0","0","0","0","1","1","1","2","54","8","-1","-1","-1","7","1",""
"2013120193936","1","9","0","18","0","0","2","0","2","4","1","1","2","2","26","6","1998","2","11","7","3",""
"2013120194289","1","9","0","7","0","6","0","0","0","0","1","2","2","2","44","7","-1","-1","-1","9","3",""
"2013120194289","2","1","0","18","0","8","0","0","0","0","1","1","6","2","48","8","-1","-1","-1","9","1",""
"2013120194355","1","9","0","3","0","0","0","0","0","0","2","1","1","1","49","8","-1","-1","-1","3","1",""
"2013120194355","2","9","0","3","0","0","0","0","0","0","2","1","6","2","29","6","1598","1","1","8","1",""
"2013120194355","3","9","0","4","0","0","0","0","0","0","1","1","1","1","34","6","-1","-1","-1","4","1",""
"2013120195226","1","2","0","18","0","2","1","0","0","0","1","1","6","2","61","9","49","1","8","7","1",""
"2013120195226","2","9","0","2","0","2","0","0","0","0","3","1","6","3","-1","-1","1149","1","9","-1","-1",""
"2013120195365","1","9","0","18","0","0","0","0","0","0","1","1","6","2","34","6","1995","2","11","3","1",""
"2013120195504","1","19","0","7","0","1","0","0","1","0","4","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2013120195527","1","9","0","5","0","8","0","0","0","0","4","1","2","1","54","8","1800","1","7","9","3",""
"2013120195527","2","1","0","18","0","1","0","0","0","0","1","1","2","1","29","6","-1","-1","-1","6","1",""
"2013120195807","1","9","0","9","0","6","0","0","0","0","3","1","6","1","69","10","1197","1","1","10","1",""
"2013120195807","2","3","0","18","0","8","0","0","0","0","1","1","6","1","18","4","124","1","31","3","1",""
"2013120195852","1","19","0","18","0","0","0","0","0","0","4","1","6","1","-1","-1","-1","-1","-1","-1","-1",""
"2013120195852","2","1","0","18","0","0","0","0","0","0","3","1","6","1","17","4","-1","-1","-1","8","3",""
"2013120196452","1","9","0","4","0","0","0","0","0","0","2","1","1","1","38","7","1998","1","12","-1","-1",""
"2013120196452","2","19","0","4","0","0","0","0","0","0","2","1","1","1","57","9","1686","2","1","7","3",""
"2013120196452","3","9","0","4","0","0","0","0","0","0","2","1","1","2","48","8","1598","1","5","10","2",""
"2013120196452","4","9","0","18","0","0","0","0","0","0","1","1","1","1","34","6","1461","2","-1","5","3",""
"2013120197202","1","9","0","18","0","1","0","0","0","0","3","1","2","2","40","7","1360","1","10","5","1",""
"2013120197353","1","4","0","18","0","1","0","0","0","0","0","1","2","1","58","9","399","1","24","3","1",""
"2013120197353","2","9","0","5","0","8","0","0","0","0","0","1","6","2","22","5","1242","1","-1","10","1",""
"2013120197600","1","9","0","9","0","1","0","0","0","0","0","1","6","1","34","6","1149","1","5","6","1",""
"2013120197600","2","4","0","18","0","1","1","0","0","0","3","1","6","1","25","5","249","1","4","3","1",""
"2013120197749","1","19","0","2","0","0","0","0","0","0","2","1","6","1","46","8","1998","2","10","5","1",""
"2013120197749","2","1","0","18","0","0","0","0","0","0","1","1","2","1","21","5","-1","-1","-1","4","1",""
"2013120197804","1","9","0","3","0","1","0","0","0","0","2","1","6","2","22","5","1198","1","9","4","1",""
"2013120197804","2","9","0","3","0","1","0","0","0","0","1","1","6","1","62","9","1896","2","8","10","1",""
"2013120197804","3","9","0","3","0","1","0","0","0","0","0","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2013120197804","4","9","0","3","0","1","0","0","0","0","2","1","6","2","51","8","1997","2","9","8","3",""
"2013120197804","5","9","0","3","0","1","0","0","0","0","2","1","6","1","61","9","1910","2","9","10","1",""
"2013120197804","6","9","0","18","0","1","0","0","0","0","1","1","6","1","54","8","1397","1","5","-1","-1",""
"2013120198310","1","9","0","9","0","6","0","0","0","0","3","1","6","1","82","11","2967","1","10","9","1",""
"2013120198310","2","2","0","18","0","1","0","0","0","0","1","1","6","2","60","9","49","1","2","9","1",""
"2013120198814","1","9","0","9","0","4","0","0","0","0","1","1","6","1","31","6","1598","1","-1","3","1",""
"2013120198814","2","1","0","18","0","3","0","0","0","0","1","1","1","1","35","6","-1","-1","-1","3","1",""
"2013120198873","1","9","0","10","0","1","0","0","0","0","3","1","6","2","48","8","1995","2","3","8","3",""
"2013120198873","2","9","0","18","0","1","0","0","0","0","3","1","6","2","33","6","1598","1","-1","10","2",""
"2013120198904","1","9","0","9","0","8","0","0","0","0","1","1","2","2","43","7","-1","-1","-1","2","1",""
"2013120198904","2","1","0","18","4","1","0","0","0","0","2","1","2","1","45","7","-1","-1","-1","9","1",""
"2013120198963","1","9","0","2","0","0","0","0","0","0","4","1","2","2","47","8","-1","-1","-1","7","1",""
"2013120198963","2","1","0","18","4","0","0","0","0","0","1","1","2","1","45","7","-1","-1","-1","8","1",""
"2013120199045","1","11","0","2","0","1","0","0","0","0","0","1","1","1","42","7","7300","2","11","10","1",""
"2013120199045","2","9","0","14","0","2","0","0","0","0","1","1","6","2","24","5","1598","1","7","7","3",""
"2013120199142","1","11","0","13","0","2","0","0","0","0","3","1","1","1","57","9","7300","2","11","2","1",""
"2013120199264","1","1","0","18","0","1","0","0","0","0","1","1","1","1","30","6","-1","-1","-1","8","1",""
"2013120199264","2","9","0","18","0","1","0","0","0","0","4","1","6","1","20","4","1248","2","6","9","1",""
"2013120200060","1","9","0","5","0","0","0","0","0","0","1","1","1","1","36","7","1995","2","2","3","3",""
"2013120200366","1","9","0","9","0","1","0","0","0","0","3","1","2","1","27","6","1461","2","4","9","1",""
"2013120200366","2","1","0","18","0","1","0","0","0","0","4","1","2","1","36","7","-1","-1","-1","9","1",""
"2013120200434","1","9","0","18","0","0","0","0","0","0","1","1","6","1","61","9","1796","1","2","7","1",""
"2013120201286","1","11","0","4","0","1","0","0","0","0","0","1","1","1","60","9","7300","2","11","-1","-1",""
"2013120201384","1","19","0","18","0","0","0","0","0","0","3","1","1","1","71","10","1461","2","5","7","1",""
"2013120201654","1","9","0","13","0","0","2","0","1","11","1","1","6","1","28","6","1896","2","11","8","2",""
"2013120201694","1","8","0","18","0","8","0","0","0","0","1","1","1","1","75","10","1794","1","7","9","3",""
"2013120202449","1","20","1","2","0","0","0","0","0","0","0","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2013120202449","2","9","0","3","0","0","0","0","0","0","2","1","6","2","38","7","1968","2","5","6","3",""
"2013120202449","3","9","0","3","0","0","0","0","0","0","2","1","6","1","56","9","-1","-1","-1","9","3",""
"2013120202449","4","9","0","16","0","0","0","4","0","0","1","1","6","2","71","10","1598","1","6","-1","-1",""
"2013120202738","1","1","0","5","0","0","0","0","0","0","0","1","1","1","55","8","-1","-1","-1","3","1",""
"2013120203130","1","11","0","5","0","0","0","0","0","0","3","1","1","1","51","8","7300","2","8","6","3",""
"2013120203130","2","9","0","13","0","0","0","0","0","0","4","1","6","2","45","7","1197","1","1","9","3",""
"2013120203181","1","19","0","1","0","0","0","0","0","0","2","1","6","1","-1","-1","1997","2","2","-1","-1",""
"2013120203181","2","1","0","18","0","0","0","0","0","0","1","1","6","2","45","7","-1","-1","-1","7","1",""
"2013120203183","1","8","0","3","0","0","0","0","0","0","2","1","1","1","39","7","1797","8","2","6","1",""
"2013120203183","2","9","0","18","0","0","0","0","0","0","1","1","6","2","39","7","1598","1","9","7","1",""
"2013120203410","1","9","0","18","0","2","0","0","0","0","4","1","6","2","38","7","1390","1","9","7","1",""
"2013120203410","2","9","0","18","0","6","0","0","0","0","1","1","6","2","26","6","1242","1","10","6","1",""
"2013120204902","1","9","0","18","0","0","0","0","0","0","1","2","6","2","43","7","1997","2","2","-1","-1",""
"2013120204902","2","8","0","3","0","0","0","0","0","0","2","2","6","1","55","8","-1","-1","-1","10","1",""
"2013120205171","1","9","0","5","0","4","0","0","0","0","3","1","1","1","47","8","1242","1","1","10","1",""
"2013120205171","2","1","0","18","0","4","0","0","0","0","1","1","1","1","55","8","-1","-1","-1","8","1",""
"2013120205302","1","9","0","5","0","0","0","0","0","0","1","1","1","1","37","7","1895","1","13","6","1",""
"2013120205302","2","9","0","18","0","0","0","0","0","0","1","1","1","1","56","9","-1","-1","-1","6","1",""
"2013120205535","1","4","0","18","0","7","0","0","0","0","1","1","2","1","19","4","125","1","-1","9","2",""
"2013120205535","2","9","0","18","0","8","0","0","0","0","2","1","6","1","65","9","2720","2","8","7","1",""
"2013120205535","3","9","0","3","0","7","0","0","0","0","0","1","6","2","48","8","1493","2","8","8","3",""
"2013120206215","1","9","0","7","0","1","0","0","0","0","4","1","6","2","34","6","1995","2","2","10","3",""
"2013120206215","2","1","0","18","5","1","0","0","0","0","1","1","6","1","19","4","-1","-1","-1","9","1",""
"2013120206687","1","9","0","4","0","0","0","0","0","0","1","1","6","1","50","8","2987","2","1","4","1",""
"2013120206687","2","9","0","4","0","0","0","0","0","0","2","1","6","2","36","7","1596","1","14","4","1",""
"2013120207380","1","11","0","4","0","0","0","0","0","0","4","1","1","1","50","8","7300","2","5","9","1",""
"2013120207783","1","9","0","1","0","0","0","0","0","0","2","1","6","1","52","8","1598","1","8","2","1",""
"2013120207783","2","1","0","18","0","0","0","0","0","0","4","1","1","1","41","7","-1","-1","-1","5","1",""
"2013120207887","1","9","0","7","0","1","0","0","0","0","0","1","2","2","53","8","998","1","1","7","1",""
"2013120207887","2","1","0","18","4","1","0","0","0","0","0","1","2","1","22","5","-1","-1","-1","9","1",""
"2013120208472","1","9","0","17","0","8","0","0","1","4","1","1","6","1","23","5","1124","1","6","8","1",""
"2013120208674","1","9","0","18","0","1","0","0","0","0","1","1","6","1","21","5","1956","2","3","7","1",""
"2013120208674","2","2","0","9","0","6","0","0","0","0","3","1","1","2","19","4","49","1","5","7","1",""
"2013120211120","1","20","0","18","0","0","0","0","0","0","4","1","1","1","56","9","-1","-1","-1","3","1",""
"2013120211120","2","1","0","18","0","0","0","0","0","0","1","1","1","2","24","5","-1","-1","-1","2","1",""
"2013120211553","1","9","0","18","0","0","0","0","0","0","4","1","1","1","75","10","1794","1","7","9","3",""
"2013120212527","1","9","0","18","0","0","0","0","7","11","3","1","6","1","23","5","1796","1","8","7","1",""
"2013120213037","1","19","0","9","0","6","0","0","0","0","3","1","1","1","62","9","1753","2","8","5","2",""
"2013120213063","1","1","0","8","0","1","0","0","0","0","0","1","6","2","38","7","-1","-1","-1","2","1",""
"2013120213399","1","9","0","5","0","4","0","0","0","0","1","1","6","2","79","11","1240","1","6","9","1",""
"2013120213399","2","1","0","18","0","4","0","0","0","0","2","1","6","1","15","3","-1","-1","-1","10","1",""
"2013120214453","1","19","0","3","0","0","0","0","0","0","2","1","1","1","31","6","-1","-1","-1","9","1",""
"2013120214453","2","9","0","18","0","0","0","0","0","0","1","1","6","1","-1","-1","-1","-1","-1","-1","-1",""
"2013120214549","1","9","0","18","0","0","0","0","0","0","1","1","1","1","19","4","1124","1","10","3","1",""
"2013120214549","2","9","0","3","0","0","0","0","0","0","2","1","1","1","31","6","2000","2","2","-1","-1",""
"2013120215110","1","9","0","7","0","6","0","0","0","0","1","1","3","1","40","7","-1","-1","-1","2","1",""
"2013120215110","2","1","0","18","0","1","0","0","0","0","4","1","6","2","49","8","-1","-1","-1","10","1",""
"2013120215186","1","9","0","5","0","0","1","0","0","0","1","1","6","2","29","6","1388","1","9","10","1",""
"2013120215186","2","9","0","4","0","0","0","0","0","0","2","1","6","1","59","9","2199","2","4","9","2",""
"2013120215186","3","9","0","4","0","0","0","0","0","0","2","1","6","2","34","6","1598","1","1","6","1",""
"2013120215188","1","9","0","18","0","0","0","0","0","0","1","1","6","2","39","7","1596","1","8","8","3",""
